CustomerKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Region,City,State-Province
14072,Allen,NULL,Smith,24/3/1961,M,M,allen7@adventure-works.com,80000,South,Caloundra,Queensland
14073,Gabriel,C,Alexander,27/4/1939,M,M,gabriel16@adventure-works.com,30000,East,Geelong,Victoria
14074,Barbara,NULL,Xu,7/6/1953,M,F,barbara36@adventure-works.com,10000,South,Gold Coast,Queensland
14075,Robert,A,Harris,20/11/1980,S,M,robert72@adventure-works.com,30000,West,La Jolla,California
14076,Justin,J,Ross,27/2/1980,M,M,justin0@adventure-works.com,30000,East,Beaverton,Oregon
14077,Bryan,NULL,Townsend,13/4/1980,S,M,bryan7@adventure-works.com,30000,East,Royal Oak,British Columbia
14078,Ryan,J,Alexander,23/11/1979,M,M,ryan22@adventure-works.com,40000,South,Haney,British Columbia
14079,Lauren,J,Price,14/3/1980,S,F,lauren47@adventure-works.com,40000,West,Metchosin,British Columbia
14080,Cynthia,NULL,Srini,19/5/1980,S,F,cynthia13@adventure-works.com,40000,South,Beaverton,Oregon
14081,Nicole,J,Butler,6/4/1984,M,F,nicole63@adventure-works.com,30000,East,Oakland,California
14082,Johnny,L,Jai,6/5/1984,S,M,johnny12@adventure-works.com,30000,South,Beaverton,Oregon
14083,Nathan,NULL,Lopez,3/11/1984,M,M,nathan49@adventure-works.com,30000,West,Kirkland,Washington
14084,Robert,L,Lal,6/5/1984,S,M,robert41@adventure-works.com,30000,East,Haney,British Columbia
14085,Nathan,W,Garcia,2/3/1984,M,M,nathan74@adventure-works.com,30000,East,Issaquah,Washington
14086,Maurice,L,Chander,20/2/1950,M,M,maurice16@adventure-works.com,10000,South,Brisbane,Queensland
14087,Harold,K,Garcia,5/5/1941,S,M,harold12@adventure-works.com,40000,West,Townsville,Queensland
14088,Alexandra,NULL,Lopez,25/5/1982,S,F,alexandra62@adventure-works.com,30000,South,Woodburn,Oregon
14089,Kaitlyn,L,Gray,9/10/1982,S,F,kaitlyn62@adventure-works.com,40000,East,El Cajon,California
14090,Jennifer,NULL,Lewis,16/10/1981,M,F,jennifer48@adventure-works.com,30000,South,Daly City,California
14091,Logan,A,Thomas,13/8/1981,S,M,logan62@adventure-works.com,30000,West,N. Vancouver,British Columbia
14092,Maurice,NULL,Nath,24/11/1981,S,M,maurice19@adventure-works.com,30000,East,Bellingham,Washington
14093,Jillian,J,Arthur,19/4/1981,S,F,jillian7@adventure-works.com,30000,East,Beverly Hills,California
14094,Amanda,NULL,Russell,10/5/1981,S,F,amanda41@adventure-works.com,40000,South,West Covina,California
14095,Paige,NULL,Griffin,10/9/1980,M,F,paige20@adventure-works.com,40000,West,National City,California
14096,Samuel,D,Green,20/8/1983,S,M,samuel45@adventure-works.com,30000,South,Royal Oak,British Columbia
14097,Johnathan,NULL,Srini,26/9/1983,M,M,johnathan10@adventure-works.com,40000,East,Ballard,Washington
14098,Allison,D,Lopez,24/4/1983,M,F,allison44@adventure-works.com,40000,South,Issaquah,Washington
14099,Rafael,NULL,Lin,24/11/1943,M,M,rafael8@adventure-works.com,40000,West,Port Macquarie,New South Wales
14100,Alisha,NULL,Xu,19/5/1945,M,F,alisha29@adventure-works.com,40000,East,Sunbury,Victoria
14101,Franklin,A,Lal,11/9/1946,M,M,franklin26@adventure-works.com,40000,East,Newcastle,New South Wales
14102,Lisa,L,Huang,27/2/1946,S,F,lisa9@adventure-works.com,60000,South,North Ryde,New South Wales
14103,Monique,W,Blanco,6/10/1947,S,F,monique12@adventure-works.com,40000,West,Port Macquarie,New South Wales
14104,Sydney,M,James,17/8/1980,S,F,sydney18@adventure-works.com,40000,South,Downey,California
14105,Jackson,NULL,Zhang,4/12/1980,S,M,jackson25@adventure-works.com,40000,East,Lincoln Acres,California
14106,Melissa,NULL,Hughes,13/1/1980,S,F,melissa6@adventure-works.com,40000,South,Oakland,California
14107,Alexandra,J,Garcia,24/7/1979,S,F,alexandra80@adventure-works.com,40000,West,Haney,British Columbia
14108,Thomas,A,Yang,7/4/1979,S,M,thomas30@adventure-works.com,40000,East,N. Vancouver,British Columbia
14109,Aidan,G,Gonzales,23/8/1978,M,M,aidan18@adventure-works.com,30000,East,San Diego,California
14110,Dakota,T,Simmons,11/6/1977,S,M,dakota12@adventure-works.com,60000,South,Langley,British Columbia
14111,Michael,K,Anderson,22/11/1976,S,M,michael42@adventure-works.com,70000,West,Oregon City,Oregon
14112,Charles,W,Sanchez,6/11/1976,S,M,charles65@adventure-works.com,70000,South,Colma,California
14113,Natalie,L,Lopez,22/4/1976,S,F,natalie64@adventure-works.com,70000,East,Walla Walla,Washington
14114,Chloe,C,Martin,7/1/1976,M,F,chloe25@adventure-works.com,70000,South,Coronado,California
14115,Samantha,NULL,Gonzales,4/6/1976,S,F,samantha39@adventure-works.com,80000,West,Corvallis,Oregon
14116,Brianna,M,Torres,18/2/1972,S,F,brianna40@adventure-works.com,80000,East,Sedro Woolley,Washington
14117,Emma,G,Cook,23/10/1972,S,F,emma29@adventure-works.com,80000,East,Yakima,Washington
14118,Elizabeth,E,Ross,14/7/1971,S,F,elizabeth33@adventure-works.com,100000,South,Royal Oak,British Columbia
14119,Paige,NULL,Cooper,11/6/1971,S,F,paige32@adventure-works.com,110000,West,Langley,British Columbia
14120,Gabrielle,S,Cooper,17/6/1971,M,F,gabrielle9@adventure-works.com,120000,South,Berkeley,California
14121,Devon,NULL,Goel,13/7/1971,S,M,devon16@adventure-works.com,130000,East,Bremerton,Washington
14122,Kaitlyn,NULL,Miller,13/2/1946,M,F,kaitlyn28@adventure-works.com,80000,South,Long Beach,California
14123,Erick,E,Mehta,11/12/1983,M,M,erick13@adventure-works.com,10000,West,East Brisbane,Queensland
14124,Justin,NULL,Li,11/9/1984,M,M,justin23@adventure-works.com,10000,East,Goulburn,New South Wales
14125,Shane,Y,Gonzalez,19/5/1982,S,M,shane21@adventure-works.com,10000,East,Findon,South Australia
14126,Andy,L,Dominguez,13/10/1982,M,M,andy17@adventure-works.com,10000,South,Sunbury,Victoria
14127,Lacey,L,Zhang,8/2/1980,M,F,lacey12@adventure-works.com,10000,West,Caloundra,Queensland
14128,Ian,W,Harris,20/1/1983,S,M,ian13@adventure-works.com,10000,South,Rockhampton,Queensland
14129,Monica,A,Martinez,18/10/1983,M,F,monica17@adventure-works.com,20000,East,Silverwater,New South Wales
14130,Rebekah,NULL,Serrano,14/3/1983,M,F,rebekah36@adventure-works.com,20000,South,Malabar,New South Wales
14131,Javier,NULL,Navarro,16/8/1982,M,M,javier4@adventure-works.com,20000,West,Coffs Harbour,New South Wales
14132,Brandon,NULL,Ross,20/1/1981,S,M,brandon1@adventure-works.com,10000,East,Sunbury,Victoria
14133,Ricardo,K,Kumar,16/11/1981,S,M,ricardo7@adventure-works.com,20000,East,Hervey Bay,Queensland
14134,Cassandra,C,Fernandez,13/6/1981,S,F,cassandra17@adventure-works.com,20000,South,Cloverdale,South Australia
14135,Clayton,NULL,Xie,10/8/1947,M,M,clayton23@adventure-works.com,20000,West,Roncq,Nord
14136,Louis,NULL,She,5/4/1947,M,M,louis17@adventure-works.com,20000,South,Saint-Denis,Seine Saint Denis
14137,Joy,A,Ruiz,6/10/1947,M,F,joy3@adventure-works.com,20000,East,Bottrop,Nordrhein-Westfalen
14138,Vincent,M,He,16/10/1947,S,M,vincent18@adventure-works.com,20000,South,Kassel,Hessen
14139,Meredith,NULL,Sai,25/3/1965,M,F,meredith4@adventure-works.com,30000,West,Kiel,Saarland
14140,Meagan,NULL,Sai,8/7/1965,M,F,meagan6@adventure-works.com,30000,East,Paderborn,Nordrhein-Westfalen
14141,Ana,NULL,Bryant,11/6/1964,S,F,ana16@adventure-works.com,10000,East,Villeneuve-d'Ascq,Nord
14142,Damien,A,Zheng,13/9/1964,M,M,damien15@adventure-works.com,10000,South,Bonn,Nordrhein-Westfalen
14143,Jill,NULL,Sandoval,13/3/1964,S,F,jill28@adventure-works.com,20000,West,London,England
14144,Lee,A,Gutierrez,11/10/1963,M,M,lee9@adventure-works.com,10000,South,Cergy,Val d'Oise
14145,Jessie,J,Ye,15/2/1963,S,M,jessie14@adventure-works.com,10000,East,Paris,Seine (Paris)
14146,Toni,E,Sara,22/7/1963,M,F,toni10@adventure-works.com,20000,South,Gateshead,England
14147,Marcus,M,Rivera,17/3/1962,M,M,marcus83@adventure-works.com,30000,West,Bottrop,Nordrhein-Westfalen
14148,Shaun,L,Sharma,12/3/1962,M,M,shaun10@adventure-works.com,30000,East,Kassel,Hessen
14149,Donald,NULL,Srini,27/10/1964,M,M,donald10@adventure-works.com,30000,East,Ingolstadt,Bayern
14150,Billy,J,Munoz,21/2/1963,M,M,billy9@adventure-works.com,30000,South,Leeds,England
14151,Marie,E,Martin,26/10/1974,S,F,marie24@adventure-works.com,10000,West,Roncq,Nord
14152,Luke,NULL,Turner,10/3/1974,S,M,luke36@adventure-works.com,20000,South,Villeneuve-d'Ascq,Nord
14153,Dylan,NULL,Lewis,14/11/1974,S,M,dylan51@adventure-works.com,20000,East,Hof,Bayern
14154,Willie,R,Gao,9/10/1974,M,M,willie13@adventure-works.com,30000,South,Verrieres Le Buisson,Essonne
14155,Olivia,L,Morris,10/9/1974,M,F,olivia26@adventure-works.com,40000,West,Newcastle upon Tyne,England
14156,Preston,L,Gonzalez,18/5/1973,S,M,preston16@adventure-works.com,20000,East,London,England
14157,Willie,J,Xu,14/4/1973,S,M,willie10@adventure-works.com,30000,East,London,England
14158,Craig,N,Moreno,4/2/1973,S,M,craig7@adventure-works.com,40000,South,York,England
14159,Jay,NULL,Malhotra,12/11/1973,S,M,jay11@adventure-works.com,40000,West,Bracknell,England
14160,Brittney,NULL,Hu,5/7/1973,M,F,brittney19@adventure-works.com,40000,South,Erlangen,Bayern
14161,Claudia,J,Li,2/2/1973,S,F,claudia2@adventure-works.com,40000,East,Eilenburg,Brandenburg
14162,Brett,NULL,Garcia,18/11/1973,M,M,brett14@adventure-works.com,40000,South,Frankfurt,Hessen
14163,Ebony,S,Garcia,23/10/1973,M,F,ebony15@adventure-works.com,40000,West,Berlin,Nordrhein-Westfalen
14164,Kari,A,Smith,12/11/1973,S,F,kari9@adventure-works.com,50000,East,Duesseldorf,Hessen
14165,Natalie,L,Gray,28/4/1973,S,F,natalie18@adventure-works.com,50000,East,Newcastle upon Tyne,England
14166,Elizabeth,I,Jenkins,11/10/1926,M,F,elizabeth36@adventure-works.com,10000,South,Saint Germain en Laye,Yveline
14167,Pamela,M,Subram,2/4/1955,S,F,pamela16@adventure-works.com,10000,West,Frankfurt,Bayern
14168,Edwin,M,Guo,25/9/1955,M,M,edwin18@adventure-works.com,20000,South,Chatou,Yveline
14169,Carmen,E,Martinez,16/4/1972,S,F,carmen2@adventure-works.com,10000,East,Saint Germain en Laye,Yveline
14170,Rebekah,J,Moreno,2/11/1972,S,F,rebekah26@adventure-works.com,10000,South,Saint Ouen,Somme
14171,Michele,A,Lal,5/9/1948,S,F,michele9@adventure-works.com,90000,West,Frankfurt,Bayern
14172,Carla,NULL,Garcia,21/4/1948,S,F,carla17@adventure-works.com,130000,East,London,England
14173,Tonya,NULL,Shan,21/4/1949,M,F,tonya10@adventure-works.com,70000,East,Verrieres Le Buisson,Essonne
14174,Alberto,A,Diaz,8/9/1949,M,M,alberto4@adventure-works.com,70000,South,Berlin,Hessen
14175,Cynthia,NULL,Mehta,20/5/1949,M,F,cynthia19@adventure-works.com,110000,West,Bury,England
14176,Mindy,NULL,Rai,8/3/1950,M,F,mindy22@adventure-works.com,80000,South,Bobigny,Seine Saint Denis
14177,Kenneth,K,Nara,22/5/1950,M,M,kenneth13@adventure-works.com,80000,East,Dunkerque,Nord
14178,Katie,NULL,Raje,15/9/1950,S,F,katie16@adventure-works.com,90000,South,Paris,Seine (Paris)
14179,Claudia,J,Xu,26/4/1950,S,F,claudia11@adventure-works.com,100000,West,Braunschweig,Nordrhein-Westfalen
14180,Henry,NULL,Patel,5/5/1950,M,M,henry5@adventure-works.com,100000,East,Erlangen,Bayern
14181,Adriana,NULL,Chandra,2/12/1950,M,F,adriana2@adventure-works.com,100000,East,Frankfurt,Hessen
14182,Steve,A,Lin,20/9/1958,M,M,steve11@adventure-works.com,110000,South,Frankfurt am Main,Hamburg
14183,Robyn,M,Carlson,17/10/1957,S,F,robyn14@adventure-works.com,130000,West,Milton Keynes,England
14184,Caleb,NULL,Jenkins,27/10/1957,M,M,caleb3@adventure-works.com,170000,South,Runcorn,England
14185,Frank,NULL,Vazquez,19/11/1956,S,M,frank22@adventure-works.com,80000,East,Les Ulis,Essonne
14186,Katrina,K,Tang,26/6/1956,M,F,katrina3@adventure-works.com,80000,South,Paris,Seine (Paris)
14187,Eugene,N,Lu,24/9/1956,M,M,eugene15@adventure-works.com,100000,West,Hamburg,Hessen
14188,Meagan,I,Sanchez,7/11/1955,M,F,meagan18@adventure-works.com,80000,East,Paris,Seine (Paris)
14189,Krista,E,Martin,1/9/1955,M,F,krista0@adventure-works.com,90000,East,Dresden,Hessen
14190,Candace,D,Patel,23/5/1955,M,F,candace2@adventure-works.com,90000,South,München,Nordrhein-Westfalen
14191,Derrick,NULL,Martin,15/1/1955,M,M,derrick0@adventure-works.com,160000,West,Reading,England
14192,Ronald,NULL,Kapoor,23/8/1954,M,M,ronald3@adventure-works.com,90000,South,Pantin,Seine Saint Denis
14193,Pamela,NULL,Vance,3/8/1954,S,F,pamela7@adventure-works.com,100000,East,Duesseldorf,Hessen
14194,Cassie,R,Rai,26/1/1954,M,F,cassie16@adventure-works.com,120000,South,London,England
14195,Clinton,J,Blanco,4/5/1954,S,M,clinton12@adventure-works.com,130000,West,London,England
14196,Felicia,R,Dominguez,4/10/1954,M,F,felicia12@adventure-works.com,160000,East,Watford,England
14197,Frank,C,Gill,2/2/1953,M,M,frank21@adventure-works.com,100000,East,Braunschweig,Nordrhein-Westfalen
14198,Daisy,M,Romero,12/11/1953,M,F,daisy5@adventure-works.com,110000,South,Hamburg,Hessen
14199,Samuel,D,Anderson,2/7/1953,M,M,samuel66@adventure-works.com,130000,West,Bury,England
14200,Colleen,NULL,Goel,7/10/1952,M,F,colleen42@adventure-works.com,70000,South,Colombes,Hauts de Seine
14201,Marie,C,Serrano,10/4/1952,M,F,marie40@adventure-works.com,80000,East,Paris,Seine (Paris)
14202,Clayton,NULL,Zeng,19/7/1952,S,M,clayton19@adventure-works.com,90000,South,Saarbrücken,Saarland
14203,Seth,NULL,Rodriguez,14/5/1951,S,M,seth19@adventure-works.com,80000,West,Bobigny,Seine Saint Denis
14204,Chelsea,S,Sara,9/8/1951,M,F,chelsea11@adventure-works.com,80000,East,Lieusaint,Seine et Marne
14205,Wesley,R,Wu,23/4/1951,S,M,wesley7@adventure-works.com,90000,East,Sèvres,Hauts de Seine
14206,Edwin,NULL,West,6/7/1951,M,M,edwin1@adventure-works.com,100000,South,Kassel,Hessen
14207,José,E,Saraiva,21/9/1951,M,M,josé5@adventure-works.com,110000,West,München,Hessen
14208,Eugene,A,Xu,22/8/1951,S,M,eugene16@adventure-works.com,120000,South,Gloucestershire,England
14209,Craig,NULL,Ramos,9/4/1979,M,M,craig16@adventure-works.com,60000,East,Lane Cove,New South Wales
14210,Jenny,E,Tang,27/10/1980,M,F,jenny27@adventure-works.com,80000,South,South Melbourne,Victoria
14211,Emma,NULL,Bradley,15/3/1979,S,F,emma31@adventure-works.com,70000,West,Gold Coast,Queensland
14212,Erick,W,Madan,3/5/1979,S,M,erick7@adventure-works.com,80000,East,Darlinghurst,New South Wales
14213,Autumn,A,Guo,11/11/1979,M,F,autumn17@adventure-works.com,80000,East,Milsons Point,New South Wales
14214,Robyn,NULL,Munoz,26/6/1979,S,F,robyn5@adventure-works.com,90000,South,Malabar,New South Wales
14215,Stacey,NULL,Yang,5/6/1979,S,F,stacey5@adventure-works.com,90000,West,Cloverdale,South Australia
14216,Edwin,J,Zheng,6/11/1978,S,M,edwin20@adventure-works.com,70000,South,Seaford,Victoria
14217,Terrance,T,Lopez,25/4/1978,S,M,terrance14@adventure-works.com,80000,East,Coffs Harbour,New South Wales
14218,Karl,J,Kumar,8/2/1978,S,M,karl8@adventure-works.com,90000,South,Sunbury,Victoria
14219,Christy,NULL,Ye,1/11/1978,S,F,christy9@adventure-works.com,90000,West,North Sydney,New South Wales
14220,Latasha,NULL,Romero,20/7/1978,M,F,latasha9@adventure-works.com,100000,East,Lane Cove,New South Wales
14221,Glenn,C,Zhao,5/4/1976,S,M,glenn11@adventure-works.com,80000,East,St. Leonards,New South Wales
14222,Dawn,A,Zhang,27/7/1976,S,F,dawn1@adventure-works.com,80000,South,Darlinghurst,New South Wales
14223,Larry,NULL,Rubio,28/5/1976,M,M,larry23@adventure-works.com,80000,West,Hobart,Tasmania
14224,Tamara,M,She,21/9/1977,S,F,tamara12@adventure-works.com,110000,South,Lane Cove,New South Wales
14225,Alisha,J,Chen,27/5/1976,M,F,alisha2@adventure-works.com,90000,East,Hawthorne,Queensland
14226,Heidi,NULL,Mehta,26/7/1976,S,F,heidi16@adventure-works.com,90000,South,Lavender Bay,New South Wales
14227,Alison,NULL,Xu,21/10/1976,M,F,alison4@adventure-works.com,100000,West,Milsons Point,New South Wales
14228,Arturo,C,Raje,21/8/1975,S,M,arturo39@adventure-works.com,80000,East,Melbourne,Victoria
14229,Allen,B,Perez,6/7/1975,S,M,allen19@adventure-works.com,80000,East,Geelong,Victoria
14230,Luis,L,Coleman,11/7/1975,S,M,luis4@adventure-works.com,90000,South,Townsville,Queensland
14231,Kari,E,Sai,5/8/1976,M,F,kari7@adventure-works.com,120000,West,Findon,South Australia
14232,Omar,C,Huang,18/3/1975,M,M,omar6@adventure-works.com,100000,South,Rockhampton,Queensland
14233,Ricardo,A,She,27/6/1975,S,M,ricardo0@adventure-works.com,100000,East,Malabar,New South Wales
14234,Gina,NULL,Romero,17/6/1974,S,F,gina9@adventure-works.com,100000,South,Perth,South Australia
14235,Larry,T,Alvarez,21/5/1974,M,M,larry6@adventure-works.com,100000,West,Wollongong,New South Wales
14236,Abigail,S,Richardson,26/11/1974,M,F,abigail14@adventure-works.com,110000,East,Melbourne,Victoria
14237,Kate,NULL,Andersen,11/4/1974,M,F,kate10@adventure-works.com,120000,East,Cloverdale,South Australia
14238,Jay,C,Gonzalez,4/6/1974,M,M,jay25@adventure-works.com,120000,South,Wollongong,New South Wales
14239,Maria,W,Peterson,19/6/1945,M,F,maria17@adventure-works.com,70000,West,Lakewood,California
14240,Caroline,NULL,Foster,18/6/1945,M,F,caroline17@adventure-works.com,80000,South,Kirkland,Washington
14241,Grace,NULL,Wood,27/10/1945,M,F,grace49@adventure-works.com,110000,East,Coronado,California
14242,Rafael,V,Ye,2/6/1946,M,M,rafael10@adventure-works.com,70000,South,Bremerton,Washington
14243,Gregory,R,Winston,4/4/1946,S,F,gregory27@adventure-works.com,90000,West,Oregon City,Oregon
14244,Jennifer,B,Griffin,11/3/1946,M,F,jennifer94@adventure-works.com,90000,East,Metchosin,British Columbia
14245,Ana,R,Russell,2/11/1946,M,F,ana18@adventure-works.com,90000,East,Woodburn,Oregon
14246,Devin,A,Garcia,7/3/1946,S,M,devin15@adventure-works.com,90000,South,Glendale,California
14247,Hunter,L,Allen,27/2/1946,M,M,hunter57@adventure-works.com,90000,West,Spokane,Washington
14248,Misty,A,Tang,2/3/1946,M,F,misty5@adventure-works.com,100000,South,Bellflower,California
14249,Eduardo,J,Thomas,9/1/1946,M,M,eduardo9@adventure-works.com,110000,East,National City,California
14250,Adam,A,Collins,3/8/1946,S,M,adam32@adventure-works.com,130000,South,Concord,California
14251,Alex,NULL,Brooks,22/8/1946,M,M,alex4@adventure-works.com,170000,West,Santa Cruz,California
14252,Destiny,G,Cook,4/6/1947,M,F,destiny28@adventure-works.com,100000,East,Portland,Oregon
14253,Eduardo,NULL,Scott,20/10/1947,S,M,eduardo29@adventure-works.com,110000,East,Burbank,California
14254,Tabitha,L,Gill,1/9/1947,M,F,tabitha34@adventure-works.com,110000,South,Bellflower,California
14255,Jonathan,L,Jackson,26/2/1947,S,M,jonathan65@adventure-works.com,110000,West,Edmonds,Washington
14256,Elizabeth,NULL,Robinson,17/5/1947,S,F,elizabeth22@adventure-works.com,170000,South,Lynnwood,Washington
14257,James,NULL,Carter,1/2/1947,M,M,james60@adventure-works.com,170000,East,National City,California
14258,Haley,NULL,Foster,18/7/1948,S,F,haley35@adventure-works.com,70000,South,San Carlos,California
14259,Antonio,D,Flores,3/3/1957,S,M,antonio12@adventure-works.com,40000,West,Melton,Victoria
14260,Frank,M,Ruiz,10/12/1957,S,M,frank32@adventure-works.com,40000,East,Warrnambool,Victoria
14261,Meredith,S,Subram,13/2/1957,S,F,meredith12@adventure-works.com,70000,East,Rhodes,New South Wales
14262,Jon,L,He,11/11/1957,M,M,jon39@adventure-works.com,70000,South,Port Macquarie,New South Wales
14263,Nina,L,Lal,24/2/1958,S,F,nina9@adventure-works.com,80000,West,Silverwater,New South Wales
14264,Karl,R,Lal,8/2/1958,S,M,karl9@adventure-works.com,80000,South,Seaford,Victoria
14265,Garrett,J,Bell,17/3/1979,S,M,garrett18@adventure-works.com,30000,East,Shawnee,British Columbia
14266,Cory,J,Patel,27/5/1979,M,M,cory1@adventure-works.com,30000,South,Bellingham,Washington
14267,Lauren,I,Wood,13/9/1979,S,F,lauren49@adventure-works.com,30000,West,Corvallis,Oregon
14268,Isabella,NULL,Roberts,17/2/1979,S,F,isabella43@adventure-works.com,30000,East,Beverly Hills,California
14269,Tony,M,She,19/11/1979,M,M,tony3@adventure-works.com,30000,East,Beverly Hills,California
14270,James,F,Ross,25/1/1979,S,M,james19@adventure-works.com,60000,South,La Jolla,California
14271,Lucas,NULL,Wright,3/3/1978,M,M,lucas43@adventure-works.com,30000,West,Spokane,Washington
14272,Sydney,NULL,Ward,3/3/1978,S,F,sydney13@adventure-works.com,30000,South,Puyallup,Washington
14273,Angel,NULL,Parker,5/5/1977,S,M,angel21@adventure-works.com,60000,East,San Gabriel,California
14274,Edward,D,Williams,9/7/1980,M,M,edward24@adventure-works.com,60000,South,Royal Oak,British Columbia
14275,Arthur,NULL,Prasad,2/2/1959,S,M,arthur11@adventure-works.com,80000,West,Findon,South Australia
14276,Melody,H,Suarez,10/7/1959,S,F,melody19@adventure-works.com,80000,East,Townsville,Queensland
14277,Jerry,C,She,27/4/1960,S,M,jerry0@adventure-works.com,70000,East,Rockhampton,Queensland
14278,Olivia,J,Sanchez,21/7/1962,M,F,olivia25@adventure-works.com,130000,South,Melbourne,Victoria
14279,Taylor,NULL,Barnes,4/8/1962,M,F,taylor28@adventure-works.com,130000,West,Warrnambool,Victoria
14280,Isaac,NULL,Oliver,15/2/1977,S,M,isaac31@adventure-works.com,80000,South,Bremerton,Washington
14281,Daniel,K,Wilson,6/7/1977,S,M,daniel25@adventure-works.com,80000,East,Vancouver,British Columbia
14282,Brianna,H,Lewis,23/3/1978,S,F,brianna20@adventure-works.com,30000,South,Newton,British Columbia
14283,Seth,E,Simmons,8/10/1978,S,M,seth63@adventure-works.com,60000,West,Lake Oswego,Oregon
14284,Wyatt,M,Anderson,17/6/1978,S,M,wyatt10@adventure-works.com,60000,East,Sedro Woolley,Washington
14285,Taylor,J,Hughes,4/12/1978,S,F,taylor36@adventure-works.com,60000,East,Burlingame,California
14286,Kristine,NULL,Hernandez,12/4/1963,M,F,kristine5@adventure-works.com,120000,South,Newcastle,New South Wales
14287,Derek,NULL,Xie,27/8/1963,S,M,derek3@adventure-works.com,150000,West,Port Macquarie,New South Wales
14288,Christina,M,Ramirez,9/3/1970,S,F,christina5@adventure-works.com,130000,South,El Cajon,California
14289,Jessica,NULL,Martinez,22/8/1970,S,F,jessica65@adventure-works.com,150000,East,Santa Cruz,California
14290,Jonathan,NULL,Wilson,10/3/1961,S,M,jonathan57@adventure-works.com,70000,South,Corvallis,Oregon
14291,Tyler,NULL,White,20/8/1961,S,M,tyler1@adventure-works.com,70000,West,Oak Bay,British Columbia
14292,Isabella,NULL,Ross,28/9/1961,S,F,isabella15@adventure-works.com,70000,East,Concord,California
14293,Kyle,S,Campbell,15/2/1961,M,M,kyle37@adventure-works.com,60000,East,Daly City,California
14294,Steven,L,Gray,22/11/1961,M,M,steven16@adventure-works.com,60000,South,El Cajon,California
14295,Hannah,NULL,Thomas,14/7/1961,S,F,hannah10@adventure-works.com,60000,West,West Covina,California
14296,Benjamin,E,Russell,17/5/1961,M,M,benjamin21@adventure-works.com,60000,South,Beaverton,Oregon
14297,Kristin,NULL,Raji,12/1/1961,M,F,kristin18@adventure-works.com,70000,East,Bellflower,California
14298,Kaitlyn,R,Jenkins,14/7/1961,M,F,kaitlyn74@adventure-works.com,70000,South,Los Angeles,California
14299,Jermaine,A,Chandra,11/6/1971,M,M,jermaine1@adventure-works.com,90000,West,Goulburn,New South Wales
14300,Colin,B,He,1/2/1971,S,M,colin19@adventure-works.com,90000,East,Seaford,Victoria
14301,Ruben,B,Vazquez,17/3/1966,M,M,ruben38@adventure-works.com,70000,East,Port Macquarie,New South Wales
14302,April,NULL,Beck,15/7/1966,S,F,april16@adventure-works.com,70000,South,Brisbane,Queensland
14303,Briana,J,Ramos,20/6/1966,M,F,briana14@adventure-works.com,60000,West,Port Macquarie,New South Wales
14304,Jacquelyn,NULL,Jimenez,15/2/1966,M,F,jacquelyn5@adventure-works.com,60000,South,Melbourne,Victoria
14305,Brendan,L,Shen,11/7/1966,M,M,brendan2@adventure-works.com,60000,East,Goulburn,New South Wales
14306,Byron,NULL,Ramos,8/5/1965,M,M,byron11@adventure-works.com,60000,South,Hobart,Tasmania
14307,Ross,E,Perez,5/6/1965,M,M,ross20@adventure-works.com,60000,West,Darlinghurst,New South Wales
14308,Marie,A,Ramos,27/8/1970,S,F,marie41@adventure-works.com,100000,East,Lane Cove,New South Wales
14309,Orlando,NULL,Sanz,9/5/1970,S,M,orlando20@adventure-works.com,110000,East,Perth,South Australia
14310,Jon,O,Zeng,22/7/1970,S,M,jon42@adventure-works.com,110000,South,Rhodes,New South Wales
14311,Erik,M,Alvarez,14/4/1970,S,M,erik6@adventure-works.com,110000,West,Sydney,New South Wales
14312,Claudia,A,Lin,26/10/1964,M,F,claudia6@adventure-works.com,60000,South,Caloundra,Queensland
14313,Christian,L,Smith,14/10/1964,M,M,christian30@adventure-works.com,60000,East,Port Macquarie,New South Wales
14314,Katherine,R,Cooper,16/1/1969,M,F,katherine12@adventure-works.com,80000,South,Hobart,Tasmania
14315,Carl,NULL,Chander,4/7/1968,S,M,carl15@adventure-works.com,70000,West,Townsville,Queensland
14316,Leonard,NULL,Anand,7/1/1966,M,M,leonard24@adventure-works.com,60000,East,Coffs Harbour,New South Wales
14317,Steve,NULL,Liang,22/8/1966,S,M,steve19@adventure-works.com,70000,East,Lavender Bay,New South Wales
14318,Seth,R,Rogers,18/10/1966,M,M,seth90@adventure-works.com,70000,South,Rockhampton,Queensland
14319,Renee,L,Sanz,25/12/1966,M,F,renee18@adventure-works.com,70000,West,Warrnambool,Victoria
14320,Amy,NULL,Hu,4/2/1965,M,F,amy27@adventure-works.com,70000,South,Perth,South Australia
14321,Jackson,NULL,Evans,26/10/1962,M,M,jackson30@adventure-works.com,80000,East,Sunbury,Victoria
14322,Sydney,NULL,Thomas,10/7/1962,S,F,sydney74@adventure-works.com,90000,South,Coffs Harbour,New South Wales
14323,Colin,NULL,Tang,20/9/1961,S,M,colin27@adventure-works.com,70000,West,Rhodes,New South Wales
14324,Jessie,NULL,Alvarez,10/3/1961,S,F,jessie2@adventure-works.com,70000,East,South Melbourne,Victoria
14325,Crystal,L,Li,5/7/1961,S,F,crystal5@adventure-works.com,70000,East,Melbourne,Victoria
